,WellName,SampleName,Amp,Off,EC50,AUC,rEC50,SEAmp,SEOff,SEEC50,SEauc,SErEC50,c^2,R^2,BSA
81,Sample26_81,S82,0.48262220980429,0.059336815988820936,4.797532110590065,0.044246780428408704,0.20844050168889994,0.12730474811403314,0.0033712480544465825,1.4624983669572809,0.004061943257978295,0.30622700810738784,3.610218562021387e-05,-35.86720468030161,0.268
82,Sample27_82,S83,3.0140404877675935,0.03616731983238706,4.797532110590065,0.27632708349387103,0.20844050168889994,0.7762356988955337,0.01613345160856655,1.4397667790268192,0.022466034574296107,0.2250868558678065,0.0009685488581943281,-52.23339780998627,0.262
83,Sample28_83,S84,1.8298306827152082,0.03673469423931888,0.07223341875698593,1.4732760972021306,13.844007624286602,0.011589272111782234,0.009509708503231176,0.0023719221346550426,0.011810096214249442,0.4588792757897484,7.995765580593775e-05,-6339.593424813961,0.24
84,Sample29_84,S85,1.8843851204711455,0.013506193429999709,0.10672165776600386,1.4140146222346635,9.370169288342423,0.0353034376031413,0.02060463707164656,0.007942995080808903,0.026766402191557365,0.7309445156017763,0.0005919560757559263,-877.065509623464,0.584
85,Sample3_85,S86,1.8412595368864972,-0.1432141545169855,0.004935449600343048,1.7929485525899573,202.61578599252502,0.0314277133379009,0.03286572014006644,0.00019801156727641413,0.032093927765831316,8.113965814638426,2.548687094978211e-05,-7608.7825837002065,0.512
86,Sample30_86,S87,1.8984738202059699,0.047401397123329504,0.3984406479172612,0.948735793045324,2.509784092630169,0.0046934276185361815,0.001754534961966624,4.440892098500626e-16,0.0023454749422299925,4.440892098500626e-16,5.945373124504164e-06,-56633.86652259777,0.093
87,Sample31_87,S88,1.9424710857676442,0.057053386594557755,0.31218867342782053,1.0717501751269356,3.203191163279678,0.02417899863314962,0.009904269894480929,0.014138077050644468,0.012139015927357402,0.1450857837138873,0.00013191717548426598,-3033.4373166763557,0.204
88,Sample32_88,S89,0.35769464155907243,0.06190675984133649,4.797532110590065,0.032793427123672225,0.20844050168889994,0.08222511356378621,0.0016150698812094372,1.2823916238883486,0.002402484246201339,0.19678590463521822,6.607514811898932e-06,-108.04755476836525,0.282
89,Sample33_89,S90,1.0754687424556315,0.05260631566130406,4.797532110590065,0.09859892134750274,0.20844050168889994,0.2611786160259357,0.004096744712971586,1.4009267438258834,0.006600766742836409,0.21660096981408408,5.299605641291477e-05,-121.80662198632287,0.191
90,Sample34_90,S91,1.821820386508071,-0.035032695891560175,0.03309096140540497,1.6143739545738054,30.21973244442101,0.07890961190801236,0.08359921210518803,0.006044248525960761,0.08641772113268945,6.022564691156209,0.0032727045768194195,-145.82201078278993,0.218
91,Sample35_91,S92,1.6726558490091725,0.05186839128121168,4.797532110590065,0.1533490058682014,0.20844050168889994,0.40096777545106727,0.008050947924156407,1.3983332932089674,0.012377028580488192,0.2167236867723497,0.00010658176188887122,-146.54444276369813,0.142
92,Sample36_92,S93,1.7468413617565104,0.010193700903319463,0.051334942122060814,1.4760757079843774,19.479908979390032,0.06245902075296318,0.06747038522771935,0.008664922077443366,0.07025046059090459,3.2479060233553545,0.0018474607598779216,-249.2856154649194,0.622
93,Sample37_93,S94,1.878636789988067,0.026974957337870406,0.3277981070992116,1.0171878541718133,3.05065825074255,0.07603295451596141,0.02487199442272829,0.04364989451065615,0.029720271346864963,0.3870570308850112,0.0007926752224161384,-461.01714940750793,0.345
94,Sample38_94,S95,1.9585417819352438,-0.09596624651021798,0.01934759978969891,1.8083203505260232,51.685997791437785,0.1070733306147513,0.12055073235703992,0.004094068082885253,0.11523741018134165,12.05384700663097,0.003689750971430889,-130.98916415700674,0.451
95,Sample39_95,S96,2.03297405828761,0.05540187114860355,0.4183626803131243,0.9945653329251454,2.3902705644096844,0.012020303711049481,0.00254327810810638,0.007612849591481173,0.003768364860205832,0.042700245329335945,1.4068805887483628e-05,-26682.282362576196,0.257
96,Sample4_96,S97,2.124213033965268,0.05082942633060379,0.36139741307688084,1.1060409356306624,2.7670369621247617,0.022768554992033074,0.007398501840788349,0.013112698710760208,0.008939244517252547,0.09815918255332709,7.030657503512114e-05,-6325.028347199241,1.295
97,Sample40_97,S98,2.0706418942869345,0.049161294129149255,0.46124485504521956,0.9693330305635531,2.1680458634101445,0.029587498650220978,0.007785925086870971,0.01761992856139965,0.011537602813048185,0.08121929913538271,0.00010969284370547244,-3345.8514529450376,0.251
98,Sample41_98,S99,2.87831151487368,-1.0561923734891938,0.00205078125,2.84176391661981,487.6190476190476,0.22747576951381135,0.22994885707987173,0.00030185802412338104,0.22821014256523853,56.27673239898175,0.0003066490913410161,-594.954154635893,0.312
99,Sample42_99,S100,3.1705901130538674,0.05957377543100821,1.808139396226904,0.6468449631798168,0.5530547047903102,0.2588712495118491,0.006017078855312877,0.23084050693428698,0.010601036412760766,0.07233864379164974,9.822650601012079e-05,-2410.2899489905767,0.558
100,Sample43_100,S101,1.8465090357830358,0.009092452812894286,0.030014477465219926,1.6505563226927193,33.31725501997416,0.0595428315144992,0.06327449827092116,0.004134439227513262,0.06625025651229538,4.882038541671981,0.0015819125953021745,-304.675008911791,0.166
101,Sample44_101,S102,1.4330876220205773,0.047716695959337564,4.797532110590065,0.13138540261528428,0.20844050168889994,0.40325951256203324,0.009483826986904075,1.5243864835606848,0.013164157773545996,0.28358155877929836,0.0002477776949361377,-46.13558526596534,0.235
102,Sample45_102,S103,1.8552973503016434,-0.020038036217260788,0.022397265206550204,1.696522485290509,44.64830820985878,0.033368925952036915,0.03211247902908782,0.0015416943944894777,0.035191109943132876,2.9977348326881716,0.00036450675827839045,-1245.6459665830002,0.169
103,Sample46_103,S104,2.911285780303899,0.06982464624056384,0.9588949267620188,0.9170821189970169,1.0428671297456793,0.17408556140493292,0.011801135637343077,0.10309868818126391,0.017094167970350516,0.11964369425698454,0.00040629434062955974,-1000.235900479594,0.151
104,Sample47_104,S105,2.321028442363513,0.05208445369077133,4.797532110590065,0.21279177329819798,0.20844050168889994,0.5261905273180824,0.008477889577285463,1.3110487250810596,0.011227077920752011,0.1750358813156248,0.00018676604412856286,-161.0480147121032,0.276
105,Sample48_105,S106,1.8007659165019299,0.030876549733025106,0.16556031894840453,1.2189184649570266,6.040094669735696,0.027578514852168834,0.013487016099988834,0.010901807762842714,0.01477588928876915,0.4040943765650758,0.00025571759432973265,-1696.7908297809563,0.392
106,Sample49_106,S107,1.8236891059247666,-0.06223858061062308,0.017548843346665677,1.6937491054392384,56.98381256506016,0.10442485264179954,0.10544078621397239,0.0036637120580854123,0.10852048589476729,10.680489691961153,0.0035189566865866093,-115.14927464854065,0.16
107,Sample5_107,S108,1.8151940252808887,0.005764661838419017,0.07223341875698593,1.4614914890716553,13.844007624286602,0.026038319477454996,0.021136165710685093,0.0055493313401090575,0.025148728366050494,1.0606451226680869,0.0003783390290519275,-1318.2944643259605,0.202
108,Sample50_108,S109,0.5797112576533885,0.05569719822874739,4.797532110590065,0.053147899554120644,0.20844050168889994,0.13227269523797672,0.002342035994040147,1.3042250726238467,0.0032364603231413453,0.18332208570981795,1.6039034067266786e-05,-116.93228894377768,0.17
109,Sample51_109,S110,1.889783852043619,-0.02550704199191222,0.02722401584146932,1.703002870700081,36.73227365952152,0.04616019830288259,0.047185024820384606,0.002859429528773717,0.05154807389541348,3.8669456653028655,0.0007094061092114191,-697.4684892044872,0.187
110,Sample52_110,S111,0.6109061769616334,0.05520647909149162,4.797532110590065,0.05600784822012497,0.20844050168889994,0.1795082375976063,0.0038917754874975364,1.6672787805063123,0.005712928775666956,0.36228247682228587,6.183643791023484e-05,-33.53929008276789,0.3
111,Sample53_111,S112,6.1115738986125665,0.046414020922883645,3.758991943119968,0.6925024708446773,0.26602876918379315,1.1496125674115,0.011224575221858997,0.9142119922426569,0.019664836923997994,0.07483504702352362,0.0004541165724806753,-680.5887492849388,0.31
112,Sample54_112,S113,2.052269943916245,-0.2302976734915797,0.0038670539051550755,2.0081514264809437,258.5947919337055,0.5973977131220499,0.6163602271884866,0.005294786724766335,0.6084891280791415,148.93527927449534,0.007537835160507274,-25.26611608206211,0.217
113,Sample55_113,S114,2.0525639199401096,0.03383708098028627,0.4392808143287805,0.9825194906660333,2.276448156580652,0.0971177014518528,0.019289610512127107,0.06432097942844611,0.028902702754780477,0.3313492960499906,0.0008489664107859852,-437.60040703919003,0.151
114,Sample56_114,S115,2.223766224928462,0.014947832974283428,0.3441880124541722,1.181026526614974,2.9053888102310004,0.13144223054640156,0.03369701608267129,0.058196384807601725,0.04615460760968383,0.45126111076188974,0.002196423812717689,-227.38982642090403,0.162
115,Sample57_115,S116,1.9361409685748123,0.04024337876144649,0.22186666168324154,1.2032777472239817,4.5072116396996025,0.028500102883064742,0.01522062399876235,0.011286824704351224,0.01825574053993026,0.2329697730354822,0.00022775011120066725,-2010.9749561670355,0.135
116,Sample58_116,S117,1.842057296756296,0.02902889670614828,0.11766062768701926,1.354140040181932,8.499019762668864,0.022203254056331976,0.012539234006232854,0.005644399563766615,0.015210047245437182,0.42127157295018824,0.00017668935205970856,-2766.412189623223,0.118
117,Sample59_117,S118,1.9890067249198913,0.1080939920699892,0.46124485504521956,0.9311170230822713,2.1680458634101445,0.24290177760496426,0.04933176210091219,0.15836468614208668,0.06964153401039642,0.7614715726181288,0.0033077242611648586,-102.18683573696737,0.295
118,Sample6_118,S119,1.943384870892284,0.050130998177424155,4.797532110590065,0.17816942926255264,0.20844050168889994,0.4334400834683454,0.006119039653003814,1.273827871931004,0.00849112974775556,0.17420051440377465,0.00014680719473209134,-143.61416580259154,0.234
119,Sample60_119,S120,4.956863513258426,0.07925168276193074,2.8050176637891537,0.7173564327832372,0.35650399386403564,1.4009596675122578,0.02097805355441998,1.0727670503227846,0.030062667763771672,0.14086619923423888,0.000874958129623058,-362.1903164748028,0.206
120,Sample61_120,S121,1.8266607163206443,-0.10333411062500228,0.00930652630586643,1.7469941956426775,107.45147728961379,0.04512643736834116,0.05063221151418253,0.0007164148357794531,0.047445748817789936,8.262239676367356,0.00015735791206909406,-1922.0636452975284,0.175
121,Sample62_121,S122,2.6942845549750536,0.04704757375947231,4.797532110590065,0.24701187532164495,0.20844050168889994,0.4550146782222095,0.007026605962861975,0.9743069044436086,0.010543666357660918,0.09609276591215751,0.0001578697781531137,-256.8509989449626,0.347
122,Sample63_122,S123,1.0619418636584181,0.046652727882829356,4.797532110590065,0.09735877776549745,0.20844050168889994,0.2905569053557388,0.0058037367119612914,1.613324310724487,0.009674142958910828,0.3920145222550993,0.00015743121058888255,-39.844421145045516,0.234
123,Sample64_123,S124,0.4377669209889077,0.05348032650037251,4.797532110590065,0.04013444975868693,0.20844050168889994,0.11514566083124207,0.002560258853659765,1.480546805298732,0.0036828457929809874,0.24505595604182406,2.325603549047163e-05,-45.86611354917125,0.202
124,Sample65_124,S125,1.690741027119256,0.04360415051036749,4.797532110590065,0.15500705410673984,0.20844050168889994,0.4145519945014194,0.009050374731329998,1.4210269217792186,0.01264636926988028,0.318782972866848,0.0002623295394284147,-60.716978964485605,0.408
125,Sample66_125,S126,1.749400090073871,0.0922948233580998,0.030014477465219926,1.5637526400547324,33.31725501997416,0.04659489026508261,0.04021015680374179,0.002796339891631986,0.045942576202006126,3.0781438290397207,0.0007923947595023249,-546.1087167112039,0.211
126,Sample67_126,S127,0.6731295400167063,0.05663299622480902,4.797532110590065,0.061712483080860914,0.20844050168889994,0.145810321793121,0.002842495885118964,1.2318674292748064,0.0036625746462253454,0.15615211624554876,1.873085703616977e-05,-135.02936917122983,0.285
127,Sample68_127,S128,1.171712581648483,0.04840708809126086,4.797532110590065,0.10742255178523176,0.20844050168889994,0.3157275393753095,0.007585734080808507,1.5748754747574931,0.010778351894952064,0.3122123528826331,0.00012075660567561861,-63.356893409841106,0.218
128,Sample69_128,S129,3.469624722961416,0.04119620603899526,4.797532110590065,0.3180950237414613,0.20844050168889994,0.7540768843824688,0.020224160990789403,1.2239228966124394,0.023858440290359603,0.1854065420148476,0.001059952663914017,-63.29066975031877,0.42
129,Sample7_129,S130,1.8827574026590177,0.01301024292292138,0.07584508969483522,1.5040332574680206,13.18476916598724,0.06301586383648901,0.044416399087910736,0.010272735554063724,0.05913521147595868,1.825970114503668,0.0016671030573558036,-321.0268502885292,0.542
130,Sample70_130,S131,1.8209272633936302,-0.029573384357497436,0.012471635331853493,1.721078628129416,80.18194674486071,0.12037713169036823,0.13408582503144417,0.002671394922469358,0.1283196468247483,17.764840358938667,0.0018298950001088728,-191.68486259904995,0.196
131,Sample71_131,S132,1.8743880233618089,0.028965925010144954,0.01934759978969891,1.7306212400933474,51.685997791437785,0.04938889040071064,0.04988904552221469,0.002016925149760702,0.051211958431455554,5.244182512633207,0.0012661565102706537,-349.9554964667672,0.255
132,Sample72_132,S133,1.6836492147736812,0.1582660484046388,0.024692984890221602,1.5287586999471172,40.49733170962248,0.04874576863753827,0.05352648569986753,0.003609993338062608,0.05340211719802552,5.554541685582577,0.0012585956302408347,-304.7720876241187,0.197
133,Sample73_133,S134,0.8637869522707664,0.054722004454053716,4.797532110590065,0.07919194524750033,0.20844050168889994,0.2133550840071624,0.0037884487292996305,1.3849465292822616,0.005634276623703509,0.19017917284128782,4.752977825538848e-05,-87.55641286711625,0.19
134,Sample74_134,S135,1.8917724522608343,-0.029840765197208265,0.009771852621159751,1.8060343078819332,102.33474027582265,0.26646654340685016,0.28478131386119027,0.0033699951964004863,0.27657458538018415,43.0348412056837,0.003834232278426748,-86.83637563159199,0.152
135,Sample75_135,S136,1.1601186911113615,0.6041701929575769,0.0031814348179246914,1.1388830649306336,314.32358581286866,0.35297777280105497,0.35553420305272915,0.0031338039821684972,0.35582242933501246,149.86841384038175,0.0024550440828408266,-20.19804434351066,0.13
136,Sample76_136,S137,2.921235047455519,0.04360223580532546,4.797532110590065,0.26781868529620967,0.20844050168889994,0.7397134340242685,0.02105643354445693,1.450286394806729,0.025104140992368663,0.23177173135628948,0.001285617936371569,-36.90671029700205,0.115
137,Sample77_137,S138,1.8577322551470703,0.07872651474744634,0.11205774065430406,1.37998433873718,8.923970750802306,0.06144411190124668,0.03890312945516105,0.014949287125274534,0.04838475497100637,1.2517590242036938,0.0017354627017535046,-288.5417186584423,0.201
138,Sample78_138,S139,2.4684605847229406,0.063891000188715,0.5606460040878085,1.0516382801117998,1.783656697289828,0.02717508544110484,0.0036750010395367304,0.015633481786652068,0.005269534273044385,0.04877606545237847,2.1152927337906826e-05,-21641.555946047836,0.157
139,Sample79_139,S140,0.7482091087569115,0.05304515075446173,4.797532110590065,0.06859577424571345,0.20844050168889994,0.18259573302051152,0.004970464582985471,1.4249325685921932,0.007518869635951386,0.26588931525293413,7.037006894488931e-05,-44.27227813046935,0.403
140,Sample8_140,S141,6.694805371420872,0.037673720057926297,4.797532110590065,0.6137794267700886,0.20844050168889994,1.3343073053681591,0.015941160646717037,1.156636639442918,0.02389042424562924,0.1245688200767504,0.0006682808871860134,-374.7283174603838,0.216
141,Sample80_141,S142,1.8019576201870708,0.0026779009206231975,0.02722401584146932,1.6238571393971448,36.73227365952152,0.098946503035643,0.0999548663395081,0.006565527043168475,0.10175190643695264,8.983680573335581,0.003408267156550996,-131.83080791651733,1.355
142,Sample81_142,S143,1.754481123838066,0.11140214076251019,0.020314979779183857,1.6148879676687038,49.224759801369316,0.09679111039121749,0.1011618939814079,0.0046975823542030285,0.10259051298494441,11.089972305210184,0.00299843133736168,-131.38040228592612,0.34
143,Sample82_143,S144,1.8736556148493269,0.02657917195366639,0.03309096140540497,1.6603068265425418,30.21973244442101,0.003747977024656588,0.0027459312376694163,6.938893903907228e-18,0.003321203635526341,2.1316282072803006e-14,9.834969223573394e-06,-51394.76157714463,0.17
144,Sample83_144,S145,3.773766631378096,0.06827184091060888,1.9934736843401617,0.7152862357708791,0.5016369204447257,0.3622534117041602,0.007975335577494523,0.29091199191532613,0.013379167152076673,0.06959775961937155,0.0001014088690085614,-2914.681335936252,0.309
145,Sample84_145,S146,1.6793948043690516,0.06991437452430432,0.0038670539051550755,1.6432921419600688,258.5947919337055,0.1501462905003384,0.15406066001888163,0.0006937597378898545,0.15206545349628833,46.05851194439113,0.00022055284393993839,-582.618500222346,0.236
146,Sample85_146,S147,1.8635646189843342,-0.053711942833642834,0.016713184139681595,1.73561232026818,59.833003193313175,0.08099806917342199,0.08424712371643511,0.002379527664901109,0.08597582098452,9.265039638926103,0.00132612637309998,-313.7625609447581,0.207
147,Sample86_147,S148,2.9883523367493887,0.057584472640268634,1.2238199154011529,0.8040889491654114,0.8171136843055969,0.10594178650849718,0.004296054945388221,0.07445676006050807,0.007655145412239396,0.050088968644422464,5.801804245045765e-05,-5747.394796637999,0.175
148,Sample87_148,S149,2.293108316050354,-0.45752963354184945,0.001953125,2.2651598230132266,512.0,0.33106376442474356,0.3334671085040966,0.0009403595706675691,0.332888744268012,111.9310483263236,0.0016523262337571293,-65.57009841808754,0.14
149,Sample88_149,S150,2.2809576952425603,0.07897144875172418,0.6490178304821493,0.9005383704818857,1.5407897179914292,0.22873573764510086,0.026067560060992027,0.16222978680377853,0.03620748877887116,0.3484315992154602,0.0014189484304298605,-246.82972549148096,0.189
150,Sample89_150,S151,1.7778902218631394,0.015727856224173387,0.1362068841261857,1.2642002007569724,7.341772821655425,0.06664089456497227,0.04621492215534534,0.0229784485774449,0.05262722186379691,1.1048847655448806,0.001749923097870085,-252.96053910840294,0.138
151,Sample9_151,S152,3.101382687759475,0.03459347704307402,4.797532110590065,0.2843346120880111,0.20844050168889994,0.8690336267446543,0.01891999337289035,1.5824180918620345,0.02468335910385521,0.3743578202540104,0.0012054491432452736,-44.40599131870339,0.496
152,Sample90_152,S153,2.191942703101416,0.07448352359422836,0.4392808143287805,1.0492372039177082,2.276448156580652,0.06165526267252308,0.014490787350505284,0.03646123648204502,0.020610551071591644,0.18125169782775563,0.0003207830256182251,-1321.1574069137307,0.643
153,Sample91_153,S154,1.985181660198597,-0.1631713442447778,0.01026044525221774,1.8916954276714375,97.46165740554538,0.08675351347117656,0.09201552843121848,0.0011833733081273248,0.09023426205374507,11.797789350028431,0.0005774231790326331,-653.8205898144206,0.243
154,Sample92_154,S155,1.2250469734965084,0.0470583846368257,4.797532110590065,0.11231224620343778,0.20844050168889994,0.31518352491839446,0.006168921611259473,1.43746853827116,0.008656935380228624,0.2746040929944914,0.0001248395800389247,-67.00236482708205,0.252
155,Sample93_155,S156,2.078244324779452,0.08775793950159907,0.3794672837307249,1.0603774834141004,2.6352732972616777,0.11128330121094936,0.0261659772585934,0.05491288556892974,0.040103981652453796,0.38349016786487994,0.001514430739536949,-273.58382599511486,0.198
156,Sample94_156,S157,1.8680322674463232,0.042976491757597074,0.06551784014239086,1.526701128201882,15.26301840577598,0.018885243063501072,0.01720447130010573,0.0031819866757356544,0.018559993308731315,0.7456541601429827,0.00017931471883682887,-2953.168347712168,0.446
157,Sample95_157,S158,1.9081170593373384,0.0422163495993845,4.797532110590065,0.174936078035938,0.20844050168889994,0.47909359566793686,0.013039251981834794,1.428333188000491,0.01872128453792391,0.2888904280291987,0.000535723669445379,-37.79273560599241,0.203
158,Sample96_158,S159,0.8747670716017614,0.05319729484175029,4.797532110590065,0.08019860204705638,0.20844050168889994,0.2372447485258062,0.004513084463766181,1.50295791963062,0.00747009335497778,0.2979007110104981,6.013567398819948e-05,-70.935115710444,0.166
159,Sample97_159,S160,1.4915591370909855,0.25746887337433,0.025927634134732685,1.3493196475815046,38.5688873424976,0.08204925814440893,0.09174210148671484,0.006968650409036969,0.08800039793521802,9.965446139486186,0.002635298965422924,-115.486740477812,0.135
160,Sample98_160,S161,0.7402913081870895,0.05222352060109533,4.797532110590065,0.06786987067937963,0.20844050168889994,0.08190258977294053,0.0006868604455332989,0.6400017506198522,0.0009467873008744878,0.04464916805219298,1.5260042851900283e-06,-2007.4172522173992,0.422
161,Sample99_161,S162,0.9862122416706922,0.04787163760459335,4.797532110590065,0.09041588975092371,0.20844050168889994,0.25020387782252984,0.00686745757562746,1.5318962226445578,0.010059831558684245,0.29807170377860404,9.288276283680982e-05,-58.33788464443102,0.159
